T	X	Y	HEADING	NOW_NUM
0.1437	0.0000	0.0000	45.0000	739177.878239
0.2664	0.0000	0.0000	45.0000	739177.878239
0.3725	0.0000	0.0000	45.0000	739177.878239
0.4891	0.0000	0.0000	45.0000	739177.878239
0.6055	0.0000	0.0000	45.0000	739177.878239
0.7222	0.0000	0.0000	45.0000	739177.878239
0.8390	0.0000	0.0000	45.0000	739177.878239
0.9556	0.0000	0.0000	45.0000	739177.878239
1.0723	0.0000	0.0000	45.0000	739177.878239
1.1888	0.0000	0.0000	45.0000	739177.878239
1.3056	0.0000	0.0000	45.0000	739177.878239
1.4222	0.0000	0.0000	45.0000	739177.878239
1.5387	0.0000	0.0000	45.0000	739177.878239
1.6554	0.0000	0.0000	45.0000	739177.878239
1.7558	0.0000	0.0000	45.0000	739177.878239
1.8722	0.0000	0.0000	45.0000	739177.878239
1.9722	0.0000	0.0000	45.0000	739177.878239
2.0885	0.0000	0.0000	45.0000	739177.878239
2.1889	0.0000	0.0000	45.0000	739177.878239
2.3056	0.0000	0.0000	45.0000	739177.878239
2.4220	0.0000	0.0000	45.0000	739177.878239
2.5222	0.0000	0.0000	30.0000	739177.878239
2.6385	0.0000	0.0000	24.0000	739177.878239
2.7552	0.0000	0.0000	24.0000	739177.878239
2.8718	0.0000	0.0000	24.0000	739177.878239
2.9884	0.0000	0.0000	24.0000	739177.878239
3.0888	0.0000	0.0000	24.0000	739177.878239
3.2050	0.0000	0.0000	45.0000	739177.878239
3.3216	0.0000	0.0000	51.0000	739177.878239
3.4383	-0.2832	0.3497	51.0000	739177.878239
3.5385	-0.5664	0.6994	51.0000	739177.878239
3.6552	-0.7080	0.8743	45.0000	739177.878239
3.7717	-0.7080	0.8743	24.0000	739177.878239
3.8719	-0.7080	0.8743	6.0000	739177.878239
3.9882	-0.7080	0.8743	-15.0000	739177.878239
4.1049	-0.7780	0.8474	-21.0000	739177.878239
4.2051	-0.8480	0.8205	-21.0000	739177.878239
4.3213	-0.8480	0.8205	-6.0000	739177.878239
4.4217	-0.8480	0.8205	-6.0000	739177.878239
4.5380	-0.8480	0.8205	-6.0000	739177.878239
4.6383	-1.1464	0.7892	-6.0000	739177.878239
4.7384	-1.5939	0.7421	-6.0000	739177.878239
4.8547	-2.1168	0.6990	0.0000	739177.878239
4.9548	-2.4137	0.7381	18.0000	739177.878239
5.0712	-2.4137	0.7381	21.0000	739177.878239
5.1715	-2.4137	0.7381	21.0000	739177.878239
5.2879	-2.7675	0.8613	15.0000	739177.878239
5.3881	-3.2142	0.9083	3.0000	739177.878239
5.5049	-3.7385	0.9357	3.0000	739177.878239
5.6211	-4.2628	0.9632	3.0000	739177.878239
5.7214	-4.7122	0.9868	3.0000	739177.878239
5.8380	-5.2365	1.0142	3.0000	739177.878239
5.9543	-5.6023	1.0920	24.0000	739177.878239
6.0547	-5.6023	1.0920	42.0000	739177.878239
6.1711	-5.6023	1.0920	63.0000	739177.878239
6.2877	-5.6023	1.0920	84.0000	739177.878239
6.3880	-5.6023	1.0920	102.0000	739177.878239
6.5043	-5.6023	1.0920	123.0000	739177.878239
6.6213	-5.6023	1.0920	144.0000	739177.878239
6.7380	-5.6023	1.0920	165.0000	739177.878239
6.8541	-5.6023	1.0920	177.0000	739177.878239
6.9542	-5.6023	1.0920	177.0000	739177.878239
7.0543	-5.6023	1.0920	177.0000	739177.878239
7.1548	-5.6023	1.0920	177.0000	739177.878239
7.2708	-5.6023	1.0920	177.0000	739177.878239
7.3709	-5.9767	1.0724	177.0000	739177.878239
7.4712	-6.4261	1.0488	177.0000	739177.878239
7.5881	-6.4261	1.0488	177.0000	739177.878239
7.7040	-6.5759	1.0410	177.0000	739177.878239
7.8042	-7.0253	1.0174	177.0000	739177.878239
7.9210	-7.5496	0.9899	177.0000	739177.878239
8.0373	-8.0739	0.9625	177.0000	739177.878239
8.1375	-8.1488	0.9585	177.0000	739177.878239
8.2376	-8.1488	0.9585	177.0000	739177.878239
8.3539	-7.9990	0.9664	177.0000	739177.878239
8.4545	-7.5496	0.9899	177.0000	739177.878239
8.5708	-7.0253	1.0174	177.0000	739177.878239
8.6874	-6.5010	1.0449	177.0000	739177.878239
8.7875	-6.0516	1.0684	177.0000	739177.878239
8.9038	-5.5274	1.0959	177.0000	739177.878239
9.0040	-5.0780	1.1195	177.0000	739177.878239
9.1207	-4.5537	1.1470	177.0000	739177.878239
9.2371	-4.0294	1.1744	177.0000	739177.878239
9.3538	-3.5051	1.2019	177.0000	739177.878239
9.4540	-3.0557	1.2255	177.0000	739177.878239
9.5705	-2.5318	1.2568	174.0000	739177.878239
