T	X	Y	HEADING	NOW_NUM
0.1161	0.0000	0.0000	45.0000	739185.466506
0.2324	0.0000	0.0000	45.0000	739185.466506
0.3485	0.0000	0.0000	45.0000	739185.466506
0.4487	0.0000	0.0000	45.0000	739185.466506
0.5643	0.0000	0.0000	45.0000	739185.466506
0.6806	0.0000	0.0000	45.0000	739185.466506
0.7969	0.0000	0.0000	45.0000	739185.466506
0.9130	0.0000	0.0000	45.0000	739185.466506
1.0293	0.0000	0.0000	45.0000	739185.466506
1.1460	0.0000	0.0000	45.0000	739185.466506
1.2618	0.0000	0.0000	45.0000	739185.466506
1.3780	0.0000	0.0000	45.0000	739185.466506
1.4942	-0.3182	0.3182	45.0000	739185.466506
1.6104	-0.4243	0.4243	45.0000	739185.466506
1.7272	-0.4243	0.4243	45.0000	739185.466506
1.8430	-0.4243	0.4243	45.0000	739185.466506
1.9592	-0.4243	0.4243	45.0000	739185.466506
2.0755	-0.4243	0.4243	45.0000	739185.466506
2.1917	-0.4243	0.4243	66.0000	739185.466506
2.3081	-0.4243	0.4243	87.0000	739185.466506
2.4241	-0.4243	0.4243	96.0000	739185.466506
2.5403	-0.3694	0.9464	96.0000	739185.466506
2.6566	-0.3145	1.4685	96.0000	739185.466506
2.7729	-0.2596	1.9906	96.0000	739185.466506
2.8891	-0.2048	2.5128	96.0000	739185.466506
3.0053	-0.2086	3.0354	81.0000	739185.466506
3.1216	-0.3958	3.5228	60.0000	739185.466506
3.2378	-0.4807	3.6464	48.0000	739185.466506
3.3541	-0.4807	3.6464	48.0000	739185.466506
3.4703	-0.4807	3.6464	48.0000	739185.466506
3.5865	-0.4807	3.6464	27.0000	739185.466506
3.7030	-0.4807	3.6464	6.0000	739185.466506
3.8190	-0.4807	3.6464	0.0000	739185.466506
3.9353	-0.4807	3.6464	0.0000	739185.466506
4.0514	-0.4807	3.6464	0.0000	739185.466506
4.1677	-0.5557	3.6464	0.0000	739185.466506
4.2841	-1.0807	3.6464	0.0000	739185.466506
4.4002	-1.6057	3.6464	0.0000	739185.466506
4.5165	-2.1307	3.6464	0.0000	739185.466506
4.6328	-2.5057	3.6464	0.0000	739185.466506
4.7490	-2.5057	3.6464	0.0000	739185.466506
4.8652	-2.5057	3.6464	0.0000	739185.466506
4.9814	-2.5057	3.6464	-15.0000	739185.466506
5.0976	-2.5057	3.6464	-36.0000	739185.466506
5.2139	-2.5057	3.6464	-57.0000	739185.466506
5.3301	-2.5057	3.6464	-57.0000	739185.466506
5.4465	-2.5057	3.6464	-57.0000	739185.466506
5.5626	-2.5057	3.6464	-57.0000	739185.466506
5.6788	-2.5057	3.6464	-57.0000	739185.466506
5.7951	-2.5057	3.6464	-57.0000	739185.466506
5.9112	-2.5057	3.6464	-39.0000	739185.466506
6.0117	-2.5057	3.6464	-21.0000	739185.466506
6.1274	-2.5057	3.6464	-18.0000	739185.466506
6.2436	-2.7910	3.5537	-18.0000	739185.466506
6.3600	-3.2903	3.3915	-18.0000	739185.466506
6.4762	-3.5756	3.2988	-18.0000	739185.466506
6.5924	-3.5756	3.2988	-39.0000	739185.466506
6.7086	-3.5756	3.2988	-45.0000	739185.466506
6.8248	-3.5756	3.2988	-45.0000	739185.466506
6.9411	-3.5756	3.2988	-54.0000	739185.466506
7.0577	-3.5756	3.2988	-69.0000	739185.466506
7.1736	-3.5756	3.2988	-69.0000	739185.466506
7.2899	-3.5756	3.2988	-69.0000	739185.466506
7.4063	-3.5756	3.2988	-87.0000	739185.466506
7.5223	-3.5756	3.2988	-87.0000	739185.466506
7.6388	-3.5756	3.2988	-87.0000	739185.466506
7.7548	-3.5756	3.2988	-93.0000	739185.466506
7.8711	-3.5756	3.2988	-93.0000	739185.466506
7.9873	-3.5756	3.2988	-93.0000	739185.466506
8.1034	-3.5756	3.2988	-93.0000	739185.466506
8.2199	-3.5756	3.2988	-93.0000	739185.466506
8.3360	-3.5756	3.2988	-93.0000	739185.466506
8.4522	-3.5756	3.2988	-93.0000	739185.466506
8.5684	-3.5756	3.2988	-93.0000	739185.466506
8.6846	-3.5756	3.2988	-93.0000	739185.466506
8.8010	-3.5756	3.2988	-93.0000	739185.466506
8.9175	-3.5756	3.2988	-93.0000	739185.466506
9.0334	-3.5756	3.2988	-93.0000	739185.466506
9.1497	-3.5756	3.2988	-93.0000	739185.466506
9.2660	-3.5756	3.2988	-93.0000	739185.466506
9.3822	-3.5756	3.2988	-93.0000	739185.466506
9.4984	-3.5756	3.2988	-93.0000	739185.466506
9.6146	-3.5756	3.2988	-93.0000	739185.466506
9.7308	-3.5756	3.2988	-93.0000	739185.466506
9.8470	-3.5756	3.2988	-93.0000	739185.466506
9.9635	-3.5756	3.2988	-93.0000	739185.466506
10.0795	-3.5756	3.2988	-93.0000	739185.466506
10.1960	-3.5756	3.2988	-93.0000	739185.466506
10.3120	-3.5756	3.2988	-93.0000	739185.466506
10.4283	-3.5756	3.2988	-93.0000	739185.466506
10.5445	-3.5756	3.2988	-93.0000	739185.466506
10.6607	-3.5756	3.2988	-93.0000	739185.466506
10.7771	-3.5756	3.2988	-93.0000	739185.466506
