T	X	Y	HEADING	NOW_NUM
0.1016	0.0000	0.0000	45.0000	739177.593464
0.2037	0.0000	0.0000	45.0000	739177.593464
0.3201	0.0000	0.0000	45.0000	739177.593464
0.4363	0.0000	0.0000	45.0000	739177.593464
0.5371	0.0000	0.0000	45.0000	739177.593464
0.6372	0.0000	0.0000	45.0000	739177.593464
0.7536	0.0000	0.0000	45.0000	739177.593464
0.8543	0.0000	0.0000	45.0000	739177.593464
0.9704	0.0000	0.0000	45.0000	739177.593464
1.0710	0.0000	0.0000	45.0000	739177.593464
1.1870	0.0000	0.0000	45.0000	739177.593464
1.2871	0.0000	0.0000	45.0000	739177.593464
1.4041	0.0000	0.0000	45.0000	739177.593464
1.5205	0.0000	0.0000	45.0000	739177.593464
1.6367	0.0000	0.0000	66.0000	739177.593464
1.7369	0.0000	0.0000	84.0000	739177.593464
1.8539	0.0000	0.0000	84.0000	739177.593464
1.9701	0.0000	0.0000	84.0000	739177.593464
2.0871	0.0000	0.0000	84.0000	739177.593464
2.2034	0.0000	0.0000	84.0000	739177.593464
2.3036	0.0000	0.0000	84.0000	739177.593464
2.4199	0.0000	0.0000	84.0000	739177.593464
2.5364	0.0000	0.0000	84.0000	739177.593464
2.6370	0.0000	0.0000	84.0000	739177.593464
2.7530	0.0000	0.0000	81.0000	739177.593464
2.8694	0.0000	0.0000	60.0000	739177.593464
2.9698	0.0000	0.0000	42.0000	739177.593464
3.0700	0.0000	0.0000	39.0000	739177.593464
3.1703	-0.0583	0.0472	39.0000	739177.593464
3.2870	-0.4663	0.3776	39.0000	739177.593464
3.4031	-0.8743	0.7080	39.0000	739177.593464
3.5196	-1.1498	0.9613	54.0000	739177.593464
3.6362	-1.1498	0.9613	75.0000	739177.593464
3.7364	-1.1498	0.9613	93.0000	739177.593464
3.8530	-1.1498	0.9613	102.0000	739177.593464
3.9532	-1.1498	0.9613	102.0000	739177.593464
4.0691	-1.0874	1.2548	102.0000	739177.593464
4.1701	-0.9939	1.6949	102.0000	739177.593464
4.2863	-0.9939	2.2171	81.0000	739177.593464
4.3866	-0.9939	2.2171	63.0000	739177.593464
4.5029	-0.9939	2.2171	42.0000	739177.593464
4.6199	-0.9939	2.2171	30.0000	739177.593464
4.7366	-0.9939	2.2171	30.0000	739177.593464
4.8528	-0.9939	2.2171	30.0000	739177.593464
4.9534	-0.9939	2.2171	12.0000	739177.593464
5.0697	-0.9939	2.2171	-9.0000	739177.593464
5.1698	-0.9939	2.2171	-27.0000	739177.593464
5.2861	-0.9939	2.2171	-42.0000	739177.593464
5.4032	-0.9939	2.2171	-42.0000	739177.593464
5.5195	-0.9939	2.2171	-60.0000	739177.593464
5.6356	-0.9939	2.2171	-81.0000	739177.593464
5.7363	-0.9939	2.2171	-87.0000	739177.593464
5.8365	-0.9939	2.2171	-87.0000	739177.593464
5.9370	-0.9939	2.2171	-87.0000	739177.593464
6.0528	-0.9939	2.2171	-87.0000	739177.593464
6.1692	-0.9939	2.2171	-102.0000	739177.593464
6.2695	-0.9939	2.2171	-108.0000	739177.593464
6.3859	-0.9939	2.2171	-108.0000	739177.593464
6.5024	-1.1098	2.5737	-108.0000	739177.593464
6.6195	-1.2720	3.0730	-108.0000	739177.593464
6.7359	-1.4342	3.5723	-108.0000	739177.593464
6.8518	-1.5965	4.0716	-108.0000	739177.593464
6.9691	-1.7587	4.5709	-108.0000	739177.593464
7.0855	-1.8746	4.9276	-108.0000	739177.593464
7.2019	-1.8746	4.9276	-108.0000	739177.593464
7.3024	-1.8746	4.9276	-114.0000	739177.593464
7.4038	-1.8746	4.9276	-132.0000	739177.593464
7.5189	-1.8746	4.9276	-153.0000	739177.593464
7.6192	-1.8746	4.9276	-171.0000	739177.593464
7.7354	-1.8746	4.9276	-192.0000	739177.593464
7.8358	-1.8746	4.9276	-210.0000	739177.593464
7.9521	-1.8746	4.9276	-225.0000	739177.593464
8.0524	-1.8746	4.9276	-225.0000	739177.593464
8.1688	-1.8746	4.9276	-225.0000	739177.593464
8.2851	-1.8746	4.9276	-204.0000	739177.593464
8.4017	-1.8746	4.9276	-183.0000	739177.593464
8.5018	-1.8746	4.9276	-177.0000	739177.593464
8.6023	-1.8746	4.9276	-177.0000	739177.593464
8.7192	-1.8746	4.9276	-177.0000	739177.593464
8.8350	-1.8746	4.9276	-177.0000	739177.593464
8.9515	-1.8746	4.9276	-177.0000	739177.593464
9.0522	-1.5001	4.9080	-177.0000	739177.593464
9.1685	-1.0510	4.8805	-171.0000	739177.593464
9.2859	-1.0510	4.8805	-150.0000	739177.593464
9.4018	-1.0510	4.8805	-129.0000	739177.593464
9.5187	-1.0510	4.8805	-108.0000	739177.593464
9.6352	-1.0275	4.6567	-96.0000	739177.593464
9.7516	-0.9726	4.1346	-96.0000	739177.593464
9.8687	-0.9177	3.6125	-96.0000	739177.593464
9.9853	-0.8629	3.0904	-96.0000	739177.593464
10.1014	-0.8080	2.5682	-96.0000	739177.593464
10.2186	-0.8353	2.0468	-78.0000	739177.593464
10.3350	-0.8547	1.9744	-57.0000	739177.593464
10.4511	-0.8547	1.9744	-39.0000	739177.593464
10.5683	-0.8547	1.9744	-51.0000	739177.593464
10.6849	-0.8547	1.9744	-72.0000	739177.593464
10.7851	-0.8547	1.9744	-72.0000	739177.593464
10.9017	-0.8547	1.9744	-72.0000	739177.593464
11.0182	-0.9938	1.5464	-72.0000	739177.593464
11.1184	-1.1328	1.1184	-72.0000	739177.593464
11.2351	-1.2366	0.8372	-57.0000	739177.593464
11.3514	-1.2366	0.8372	-36.0000	739177.593464
11.4517	-1.2366	0.8372	-27.0000	739177.593464
11.5678	-1.2366	0.8372	-27.0000	739177.593464
11.6682	-1.5707	0.6670	-27.0000	739177.593464
11.7845	-2.0385	0.4286	-27.0000	739177.593464
11.8845	-2.3058	0.2924	-24.0000	739177.593464
12.0010	-2.3058	0.2924	-3.0000	739177.593464
12.1013	-2.3058	0.2924	15.0000	739177.593464
12.2178	-2.4507	0.3313	15.0000	739177.593464
12.3179	-2.8853	0.4477	15.0000	739177.593464
12.4346	-3.2476	0.5448	18.0000	739177.593464
12.5511	-3.2476	0.5448	39.0000	739177.593464
12.6519	-3.2476	0.5448	57.0000	739177.593464
12.7683	-3.2476	0.5448	72.0000	739177.593464
12.8850	-3.3403	0.8301	72.0000	739177.593464
13.0011	-3.5025	1.3294	72.0000	739177.593464
13.1177	-3.6416	1.7574	75.0000	739177.593464
13.2183	-3.6416	1.7574	93.0000	739177.593464
13.3185	-3.6416	1.7574	111.0000	739177.593464
13.4349	-3.6416	1.7574	132.0000	739177.593464
13.5401	-3.6416	1.7574	150.0000	739177.593464
13.6511	-3.6416	1.7574	162.0000	739177.593464
13.7517	-3.6416	1.7574	162.0000	739177.593464
13.8674	-3.9982	1.6415	162.0000	739177.593464
13.9842	-4.4975	1.4793	162.0000	739177.593464
14.1010	-4.8542	1.3634	162.0000	739177.593464
14.2173	-4.8542	1.3634	162.0000	739177.593464
14.3339	-4.8542	1.3634	162.0000	739177.593464
14.4504	-4.8542	1.3634	162.0000	739177.593464
14.5505	-4.8542	1.3634	162.0000	739177.593464
14.6669	-4.8542	1.3634	165.0000	739177.593464
14.7670	-4.8542	1.3634	183.0000	739177.593464
14.8677	-4.8542	1.3634	201.0000	739177.593464
14.9840	-4.8542	1.3634	216.0000	739177.593464
15.0841	-4.8542	1.3634	216.0000	739177.593464
15.2006	-4.5508	1.1430	216.0000	739177.593464
15.3169	-4.1260	0.8344	216.0000	739177.593464
15.4174	-4.1260	0.8344	210.0000	739177.593464
15.5175	-4.1260	0.8344	192.0000	739177.593464
15.6340	-4.1260	0.8344	171.0000	739177.593464
15.7501	-4.1260	0.8344	162.0000	739177.593464
15.8508	-4.1260	0.8344	162.0000	739177.593464
15.9670	-4.1260	0.8344	162.0000	739177.593464
16.0672	-4.1260	0.8344	162.0000	739177.593464
16.1674	-3.6981	0.9734	162.0000	739177.593464
16.2841	-3.2701	1.1125	162.0000	739177.593464
16.4005	-3.2701	1.1125	162.0000	739177.593464
16.5169	-3.2701	1.1125	162.0000	739177.593464
16.6334	-3.6267	0.9966	162.0000	739177.593464
16.7348	-4.0547	0.8576	162.0000	739177.593464
16.8510	-4.5540	0.6953	162.0000	739177.593464
16.9675	-4.8393	0.6026	162.0000	739177.593464
17.0680	-4.8393	0.6026	162.0000	739177.593464
17.1847	-4.8393	0.6026	162.0000	739177.593464
17.3004	-4.8393	0.6026	162.0000	739177.593464
17.4005	-4.8393	0.6026	153.0000	739177.593464
17.5170	-4.8393	0.6026	132.0000	739177.593464
17.6332	-4.8393	0.6026	132.0000	739177.593464
17.7500	-4.8393	0.6026	132.0000	739177.593464
17.8503	-4.8393	0.6026	132.0000	739177.593464
17.9666	-4.8393	0.6026	132.0000	739177.593464
18.0831	-4.8393	0.6026	132.0000	739177.593464
18.1835	-4.8393	0.6026	132.0000	739177.593464
18.3000	-4.8393	0.6026	132.0000	739177.593464
18.4161	-4.8393	0.6026	144.0000	739177.593464
18.5173	-4.8393	0.6026	162.0000	739177.593464
18.6330	-4.8393	0.6026	165.0000	739177.593464
18.7332	-4.8393	0.6026	165.0000	739177.593464
18.8383	-4.8393	0.6026	165.0000	739177.593464
18.9508	-4.8393	0.6026	165.0000	739177.593464
19.0667	-4.8393	0.6026	165.0000	739177.593464
19.1830	-4.8393	0.6026	165.0000	739177.593464
19.2833	-4.8393	0.6026	165.0000	739177.593464
19.3997	-4.8393	0.6026	165.0000	739177.593464
19.5032	-4.8393	0.6026	156.0000	739177.593464
19.6172	-4.8393	0.6026	144.0000	739177.593464
19.7335	-4.8393	0.6026	144.0000	739177.593464
19.8497	-4.8393	0.6026	144.0000	739177.593464
19.9501	-4.8393	0.6026	147.0000	739177.593464
20.0665	-4.8393	0.6026	168.0000	739177.593464
20.1666	-4.8393	0.6026	168.0000	739177.593464
20.2827	-4.6926	0.6338	168.0000	739177.593464
20.3830	-4.2524	0.7274	168.0000	739177.593464
20.4995	-3.7389	0.8365	168.0000	739177.593464
20.5995	-3.2988	0.9301	168.0000	739177.593464
20.7161	-3.1520	0.9613	168.0000	739177.593464
20.8163	-3.1520	0.9613	168.0000	739177.593464
20.9331	-3.1520	0.9613	168.0000	739177.593464
21.0493	-3.1520	0.9613	168.0000	739177.593464
21.1673	-3.1520	0.9613	168.0000	739177.593464
21.2832	-3.6656	0.8521	168.0000	739177.593464
21.3993	-4.1791	0.7430	168.0000	739177.593464
21.5163	-4.2532	0.7312	189.0000	739177.593464
