T	X	Y	HEADING	NOW_NUM
0.1048	0.0000	0.0000	45.0000	739178.035821
0.2215	0.0000	0.0000	45.0000	739178.035821
0.3380	0.0000	0.0000	45.0000	739178.035821
0.4546	0.0000	0.0000	45.0000	739178.035821
0.5547	0.0000	0.0000	45.0000	739178.035821
0.6713	0.0000	0.0000	45.0000	739178.035821
0.7881	0.0000	0.0000	45.0000	739178.035821
0.9045	0.0000	0.0000	45.0000	739178.035821
1.0212	0.0000	0.0000	45.0000	739178.035821
1.1378	0.0000	0.0000	45.0000	739178.035821
1.2379	0.0000	0.0000	45.0000	739178.035821
1.3381	0.0000	0.0000	45.0000	739178.035821
1.4544	0.0000	0.0000	45.0000	739178.035821
1.5711	0.0000	0.0000	45.0000	739178.035821
1.6713	0.0000	0.0000	45.0000	739178.035821
1.7883	0.0000	0.0000	45.0000	739178.035821
1.9045	0.0000	0.0000	45.0000	739178.035821
2.0209	0.0000	0.0000	45.0000	739178.035821
2.1210	0.0000	0.0000	45.0000	739178.035821
2.2211	0.0000	0.0000	45.0000	739178.035821
2.3375	0.0000	0.0000	45.0000	739178.035821
2.4541	0.0000	0.0000	45.0000	739178.035821
2.5708	0.0000	0.0000	45.0000	739178.035821
2.6711	0.0000	0.0000	45.0000	739178.035821
2.7875	0.0000	0.0000	45.0000	739178.035821
2.9042	0.0000	0.0000	45.0000	739178.035821
3.0207	0.0000	0.0000	45.0000	739178.035821
3.1373	0.0000	0.0000	45.0000	739178.035821
3.2374	0.0000	0.0000	45.0000	739178.035821
3.3540	0.0000	0.0000	45.0000	739178.035821
3.4544	-0.1061	0.1061	45.0000	739178.035821
3.5707	-0.4773	0.4773	45.0000	739178.035821
3.6875	-0.8485	0.8485	45.0000	739178.035821
3.8039	-0.9016	0.9016	45.0000	739178.035821
3.9206	-0.9016	0.9016	39.0000	739178.035821
4.0372	-0.9016	0.9016	18.0000	739178.035821
4.1542	-0.9016	0.9016	-3.0000	739178.035821
4.2703	-0.9016	0.9016	-18.0000	739178.035821
4.3709	-0.9016	0.9016	-18.0000	739178.035821
4.4873	-0.9016	0.9016	-18.0000	739178.035821
4.6038	-0.9016	0.9016	-18.0000	739178.035821
4.7205	-0.9016	0.9016	-18.0000	739178.035821
4.8370	-0.9016	0.9016	-18.0000	739178.035821
4.9536	-0.9016	0.9016	-18.0000	739178.035821
5.0536	-0.9016	0.9016	-18.0000	739178.035821
5.1538	-0.9016	0.9016	-18.0000	739178.035821
5.2703	-0.9016	0.9016	-18.0000	739178.035821
5.3870	-0.9016	0.9016	-18.0000	739178.035821
5.5034	-0.9016	0.9016	-18.0000	739178.035821
5.6206	-0.4736	1.0406	-18.0000	739178.035821
5.7369	-0.1883	1.1333	-18.0000	739178.035821
5.8536	-0.1883	1.1333	-18.0000	739178.035821
5.9700	-0.1883	1.1333	-18.0000	739178.035821
6.0704	-0.1883	1.1333	-18.0000	739178.035821
6.1869	-0.1883	1.1333	-18.0000	739178.035821
6.2870	-0.1883	1.1333	-18.0000	739178.035821
6.4034	-0.1883	1.1333	-18.0000	739178.035821
6.5035	-0.1883	1.1333	-18.0000	739178.035821
6.6200	-0.3309	1.0870	-18.0000	739178.035821
6.7365	-0.8302	0.9247	-18.0000	739178.035821
6.8536	-1.3295	0.7625	-18.0000	739178.035821
6.9699	-1.4009	0.7393	0.0000	739178.035821
7.0865	-1.4009	0.7393	21.0000	739178.035821
7.1866	-1.5379	0.8003	24.0000	739178.035821
7.3033	-2.0175	1.0139	24.0000	739178.035821
7.4200	-2.4971	1.2274	24.0000	739178.035821
7.5366	-2.9767	1.4409	24.0000	739178.035821
7.6531	-3.1138	1.5020	30.0000	739178.035821
7.7696	-3.1138	1.5020	51.0000	739178.035821
7.8864	-3.1138	1.5020	72.0000	739178.035821
8.0030	-3.1138	1.5020	93.0000	739178.035821
8.1196	-3.1138	1.5020	114.0000	739178.035821
8.2364	-3.1138	1.5020	135.0000	739178.035821
8.3531	-3.1138	1.5020	156.0000	739178.035821
8.4532	-3.1138	1.5020	174.0000	739178.035821
8.5695	-3.1138	1.5020	195.0000	739178.035821
8.6865	-3.1138	1.5020	216.0000	739178.035821
8.8031	-3.1138	1.5020	237.0000	739178.035821
8.9200	-3.1138	1.5020	258.0000	739178.035821
9.0363	-3.1138	1.5020	270.0000	739178.035821
9.1529	-3.1138	1.5020	270.0000	739178.035821
9.2530	-3.1138	1.5020	270.0000	739178.035821
9.3694	-3.1138	1.5020	267.0000	739178.035821
9.4859	-3.1138	1.5020	246.0000	739178.035821
9.6028	-3.1138	1.5020	225.0000	739178.035821
9.7192	-3.1138	1.5020	204.0000	739178.035821
9.8193	-3.1138	1.5020	204.0000	739178.035821
9.9360	-3.1138	1.5020	204.0000	739178.035821
10.0361	-3.1138	1.5020	204.0000	739178.035821
10.1524	-3.1138	1.5020	204.0000	739178.035821
10.2525	-3.1138	1.5020	192.0000	739178.035821
10.3695	-3.1138	1.5020	171.0000	739178.035821
10.4858	-3.1138	1.5020	171.0000	739178.035821
10.5860	-3.1138	1.5020	171.0000	739178.035821
10.6863	-3.1138	1.5020	171.0000	739178.035821
10.8025	-3.1138	1.5020	171.0000	739178.035821
10.9029	-3.1138	1.5020	171.0000	739178.035821
11.0190	-3.1138	1.5020	171.0000	739178.035821
11.1191	-3.1138	1.5020	171.0000	739178.035821
11.2192	-3.1138	1.5020	171.0000	739178.035821
11.3363	-3.1138	1.5020	171.0000	739178.035821
11.4523	-3.1138	1.5020	171.0000	739178.035821
11.5688	-3.1138	1.5020	171.0000	739178.035821
11.6857	-3.1138	1.5020	171.0000	739178.035821
