T	X	Y	HEADING	NOW_NUM
0.1344	0.0000	0.0000	45.0000	739183.043414
0.2772	0.0000	0.0000	45.0000	739183.043414
0.3932	0.0000	0.0000	45.0000	739183.043414
0.5059	0.0000	0.0000	45.0000	739183.043414
0.6133	0.0000	0.0000	45.0000	739183.043414
0.7209	0.0000	0.0000	33.0000	739183.043414
0.8326	0.0000	0.0000	21.0000	739183.043414
0.9340	-0.3501	0.1344	21.0000	739183.043414
1.0378	-0.4201	0.1613	21.0000	739183.043414
1.1519	-0.4201	0.1613	21.0000	739183.043414
1.2668	-0.6302	0.2419	21.0000	739183.043414
1.3895	-1.0503	0.4032	21.0000	739183.043414
1.4916	-1.4004	0.5376	21.0000	739183.043414
1.5961	-1.8205	0.6988	21.0000	739183.043414
1.7185	-2.2406	0.8601	21.0000	739183.043414
1.8363	-2.5907	0.9945	21.0000	739183.043414
1.9464	-2.5907	0.9945	39.0000	739183.043414
2.0623	-2.5907	0.9945	57.0000	739183.043414
2.1848	-2.5907	0.9945	72.0000	739183.043414
2.2860	-2.5907	0.9945	90.0000	739183.043414
2.3957	-2.5907	0.9945	108.0000	739183.043414
2.5183	-2.5907	0.9945	129.0000	739183.043414
2.6256	-2.5907	0.9945	147.0000	739183.043414
2.7387	-2.5907	0.9945	156.0000	739183.043414
2.8395	-2.5907	0.9945	162.0000	739183.043414
2.9519	-2.5907	0.9945	180.0000	739183.043414
3.0649	-2.5907	0.9945	201.0000	739183.043414
3.1686	-2.5907	0.9945	219.0000	739183.043414
3.2812	-2.5907	0.9945	234.0000	739183.043414
3.3906	-2.5907	0.9945	246.0000	739183.043414
3.4916	-2.5907	0.9945	258.0000	739183.043414
3.6092	-2.5907	0.9945	273.0000	739183.043414
3.7212	-2.5907	0.9945	288.0000	739183.043414
3.8423	-2.5907	0.9945	303.0000	739183.043414
3.9447	-2.5907	0.9945	321.0000	739183.043414
4.0449	-2.5907	0.9945	339.0000	739183.043414
4.1504	-2.5907	0.9945	354.0000	739183.043414
4.2618	-2.5907	0.9945	369.0000	739183.043414
4.3743	-2.5907	0.9945	384.0000	739183.043414
4.4784	-2.5907	0.9945	399.0000	739183.043414
4.5830	-2.5907	0.9945	414.0000	739183.043414
4.6977	-2.5907	0.9945	432.0000	739183.043414
4.8091	-2.5907	0.9945	450.0000	739183.043414
4.9212	-2.5907	0.9945	465.0000	739183.043414
5.0225	-2.5907	0.9945	480.0000	739183.043414
5.1290	-2.5907	0.9945	498.0000	739183.043414
5.2337	-2.4589	1.0660	513.0000	739183.043414
5.3451	-2.1103	1.2040	519.0000	739183.043414
5.4510	-1.6902	1.3653	519.0000	739183.043414
5.5581	-1.2701	1.5266	519.0000	739183.043414
5.6643	-0.8500	1.6878	519.0000	739183.043414
5.7781	-0.7115	1.7452	507.0000	739183.043414
5.8868	-0.7115	1.7452	489.0000	739183.043414
5.9913	-0.7115	1.7452	471.0000	739183.043414
6.0922	-0.6453	2.0377	462.0000	739183.043414
6.2124	-0.5673	2.4045	462.0000	739183.043414
6.3270	-0.4737	2.8447	462.0000	739183.043414
6.4434	-0.3646	3.3582	462.0000	739183.043414
6.5466	-0.2710	3.7984	462.0000	739183.043414
6.6622	-0.2007	4.2421	453.0000	739183.043414
6.7735	-0.2398	4.6140	438.0000	739183.043414
6.8776	-0.3739	4.9631	423.0000	739183.043414
6.9976	-0.6467	5.3187	405.0000	739183.043414
7.1073	-0.7607	5.4161	390.0000	739183.043414
7.2116	-0.7607	5.4161	375.0000	739183.043414
7.3255	-0.7607	5.4161	357.0000	739183.043414
7.4362	-0.7607	5.4161	339.0000	739183.043414
7.5365	-0.7607	5.4161	324.0000	739183.043414
7.6369	-0.7607	5.4161	309.0000	739183.043414
7.7500	-0.7607	5.4161	291.0000	739183.043414
7.8651	-0.7607	5.4161	273.0000	739183.043414
7.9664	-0.7607	5.4161	258.0000	739183.043414
8.0776	-0.7607	5.4161	240.0000	739183.043414
8.1948	-0.7607	5.4161	222.0000	739183.043414
8.2965	-0.7607	5.4161	207.0000	739183.043414
8.3986	-0.7607	5.4161	192.0000	739183.043414
8.5145	-0.7607	5.4161	174.0000	739183.043414
8.6283	-0.7607	5.4161	156.0000	739183.043414
8.7338	-0.7607	5.4161	138.0000	739183.043414
8.8487	-0.7607	5.4161	132.0000	739183.043414
8.9573	-0.7607	5.4161	150.0000	739183.043414
9.0641	-0.7607	5.4161	168.0000	739183.043414
9.1855	-0.7607	5.4161	186.0000	739183.043414
9.2912	-0.7607	5.4161	204.0000	739183.043414
9.4097	-0.7607	5.4161	222.0000	739183.043414
9.5302	-0.7607	5.4161	240.0000	739183.043414
9.6394	-0.7607	5.4161	258.0000	739183.043414
9.7505	-0.7607	5.4161	273.0000	739183.043414
9.8594	-0.7842	5.1923	276.0000	739183.043414
9.9617	-0.8195	4.7441	270.0000	739183.043414
10.0633	-0.7378	4.3034	252.0000	739183.043414
10.1652	-0.5240	3.9095	234.0000	739183.043414
10.2815	-0.2259	3.5725	228.0000	739183.043414
10.3913	-0.1346	3.4535	246.0000	739183.043414
10.4955	-0.1267	3.3790	264.0000	739183.043414
10.5961	-0.1658	3.0070	282.0000	739183.043414
10.7020	-0.3011	2.5779	288.0000	739183.043414
10.8089	-0.4402	2.1500	288.0000	739183.043414
10.9129	-0.5792	1.7220	288.0000	739183.043414
11.0288	-0.7415	1.2227	288.0000	739183.043414
11.1313	-0.9168	0.8097	300.0000	739183.043414
11.2427	-1.2661	0.4217	321.0000	739183.043414
11.3507	-1.6600	0.2078	339.0000	739183.043414
11.4533	-2.1007	0.1262	357.0000	739183.043414
11.5749	-2.5451	0.1847	375.0000	739183.043414
11.6809	-2.9496	0.3776	393.0000	739183.043414
11.7974	-3.3188	0.7468	414.0000	739183.043414
11.9088	-3.5118	1.1514	432.0000	739183.043414
12.0132	-3.5703	1.5957	450.0000	739183.043414
12.1137	-3.5000	2.0394	462.0000	739183.043414
12.2167	-3.4220	2.4062	462.0000	739183.043414
12.3180	-3.3673	2.7765	453.0000	739183.043414
12.4279	-3.4064	3.1484	438.0000	739183.043414
12.5306	-3.5035	3.5106	435.0000	739183.043414
12.6477	-3.5387	3.9574	453.0000	739183.043414
12.7503	-3.4340	4.3932	471.0000	739183.043414
12.8552	-3.1998	4.7754	489.0000	739183.043414
12.9562	-3.0868	4.8720	507.0000	739183.043414
13.0571	-3.0868	4.8720	522.0000	739183.043414
13.1733	-3.0118	4.8720	540.0000	739183.043414
13.2781	-2.6400	4.8250	549.0000	739183.043414
13.3974	-2.2697	4.7664	549.0000	739183.043414
13.5108	-2.1222	4.7390	561.0000	739183.043414
13.6301	-2.1222	4.7390	579.0000	739183.043414
13.7303	-2.1222	4.7390	594.0000	739183.043414
13.8444	-2.0722	4.5977	612.0000	739183.043414
13.9457	-1.9331	4.1697	612.0000	739183.043414
14.0549	-1.8054	3.7386	618.0000	739183.043414
