T	X	Y	HEADING	NOW_NUM
0.1300	0.0000	0.0000	45.0000	739183.052142
0.2364	0.0000	0.0000	45.0000	739183.052142
0.3453	0.0000	0.0000	45.0000	739183.052142
0.4564	0.0000	0.0000	45.0000	739183.052142
0.5564	0.0000	0.0000	45.0000	739183.052142
0.6716	0.0000	0.0000	45.0000	739183.052142
0.7875	0.0000	0.0000	45.0000	739183.052142
0.9035	0.0000	0.0000	45.0000	739183.052142
1.0088	0.0000	0.0000	45.0000	739183.052142
1.1236	0.0000	0.0000	45.0000	739183.052142
1.2275	0.0000	0.0000	45.0000	739183.052142
1.3481	0.0000	0.0000	45.0000	739183.052142
1.4646	0.0000	0.0000	45.0000	739183.052142
1.5671	-0.0530	0.0530	45.0000	739183.052142
1.6774	-0.4224	0.3069	27.0000	739183.052142
1.7892	-0.8496	0.4457	15.0000	739183.052142
1.9082	-1.0634	0.5152	30.0000	739183.052142
2.0265	-1.0634	0.5152	45.0000	739183.052142
2.1374	-1.0634	0.5152	63.0000	739183.052142
2.2435	-1.0634	0.5152	78.0000	739183.052142
2.3563	-1.0634	0.5152	93.0000	739183.052142
2.4564	-1.0634	0.5152	93.0000	739183.052142
2.5583	-1.0634	0.5152	75.0000	739183.052142
2.6724	-1.2355	0.9306	66.0000	739183.052142
2.7748	-1.4185	1.3417	66.0000	739183.052142
2.8854	-1.5614	1.6049	51.0000	739183.052142
2.9877	-1.5614	1.6049	36.0000	739183.052142
3.0934	-1.5614	1.6049	18.0000	739183.052142
3.2043	-1.5614	1.6049	3.0000	739183.052142
3.3231	-1.9364	1.6049	0.0000	739183.052142
3.4322	-2.3864	1.6049	0.0000	739183.052142
3.5495	-2.8364	1.6049	0.0000	739183.052142
3.6656	-3.2864	1.6049	0.0000	739183.052142
3.7780	-3.7364	1.6049	0.0000	739183.052142
3.8961	-4.1864	1.6049	0.0000	739183.052142
4.0082	-4.6350	1.6284	9.0000	739183.052142
4.1129	-5.0575	1.7780	27.0000	739183.052142
4.2182	-5.4209	2.0420	39.0000	739183.052142
4.3323	-5.7706	2.3252	39.0000	739183.052142
4.4459	-5.7706	2.3252	51.0000	739183.052142
4.5478	-5.7706	2.3252	66.0000	739183.052142
4.6572	-5.7706	2.3252	81.0000	739183.052142
