T	X	Y	HEADING	NOW_NUM
0.1082	0.0000	0.0000	45.0000	739177.993958
0.2248	0.0000	0.0000	45.0000	739177.993958
0.3415	0.0000	0.0000	45.0000	739177.993958
0.4579	0.0000	0.0000	45.0000	739177.993958
0.5580	0.0000	0.0000	45.0000	739177.993958
0.6747	0.0000	0.0000	45.0000	739177.993958
0.7908	0.0000	0.0000	45.0000	739177.993958
0.9076	0.0000	0.0000	45.0000	739177.993958
1.0240	0.0000	0.0000	45.0000	739177.993958
1.1242	0.0000	0.0000	45.0000	739177.993958
1.2244	0.0000	0.0000	45.0000	739177.993958
1.3410	0.0000	0.0000	45.0000	739177.993958
1.4575	0.0000	0.0000	45.0000	739177.993958
1.5742	0.0000	0.0000	45.0000	739177.993958
1.6745	0.0000	0.0000	45.0000	739177.993958
1.7746	0.0000	0.0000	45.0000	739177.993958
1.8906	0.0000	0.0000	45.0000	739177.993958
1.9911	0.0000	0.0000	45.0000	739177.993958
2.1077	0.0000	0.0000	45.0000	739177.993958
2.2240	0.0000	0.0000	45.0000	739177.993958
2.3247	0.0000	0.0000	45.0000	739177.993958
2.4405	0.0000	0.0000	45.0000	739177.993958
2.5407	0.0000	0.0000	45.0000	739177.993958
2.6408	0.0000	0.0000	45.0000	739177.993958
2.7409	0.0000	0.0000	45.0000	739177.993958
2.8575	0.0000	0.0000	45.0000	739177.993958
2.9739	0.0000	0.0000	45.0000	739177.993958
3.0904	0.0000	0.0000	45.0000	739177.993958
3.1904	0.0000	0.0000	33.0000	739177.993958
3.3076	0.0000	0.0000	21.0000	739177.993958
3.4236	0.0000	0.0000	21.0000	739177.993958
3.5236	0.0000	0.0000	21.0000	739177.993958
3.6402	0.0000	0.0000	21.0000	739177.993958
3.7403	0.0000	0.0000	21.0000	739177.993958
3.8407	0.0000	0.0000	24.0000	739177.993958
3.9568	0.0000	0.0000	42.0000	739177.993958
4.0572	-0.0557	0.0502	42.0000	739177.993958
4.1734	-0.4459	0.4015	42.0000	739177.993958
4.2739	-0.7803	0.7026	42.0000	739177.993958
4.3901	-0.9475	0.8531	33.0000	739177.993958
4.4905	-0.9475	0.8531	15.0000	739177.993958
4.6071	-0.9475	0.8531	-6.0000	739177.993958
4.7072	-0.9475	0.8531	-24.0000	739177.993958
4.8234	-1.0812	0.7850	-27.0000	739177.993958
4.9238	-1.4821	0.5807	-27.0000	739177.993958
5.0400	-1.8211	0.4212	-15.0000	739177.993958
5.1565	-1.8211	0.4212	0.0000	739177.993958
5.2567	-2.1961	0.4212	0.0000	739177.993958
5.3736	-2.7211	0.4212	0.0000	739177.993958
5.4899	-3.2461	0.4212	0.0000	739177.993958
5.6068	-3.7711	0.4212	0.0000	739177.993958
5.7071	-4.2211	0.4212	0.0000	739177.993958
5.8236	-4.7461	0.4212	0.0000	739177.993958
5.9403	-5.2568	0.5298	21.0000	739177.993958
6.0569	-5.6947	0.8141	42.0000	739177.993958
6.1731	-5.6947	0.8141	63.0000	739177.993958
6.2900	-5.6947	0.8141	84.0000	739177.993958
6.4066	-5.6947	0.8141	105.0000	739177.993958
6.5231	-5.6506	0.8748	126.0000	739177.993958
